0	2
1	11
2	6
3	7
4	9
5	339
6	2966
7	4027
8	5229
9	6318
10	7751
11	9662
12	12609
13	15368
14	17768
15	20371
16	23382
17	25688
18	25773
19	24775
20	23838
21	22241
22	21207
23	20417
24	19211
25	18387
26	17870
27	17254
28	17278
29	17059
30	16566
31	16148
32	15694
33	15242
34	14796
35	14494
36	14081
37	13631
38	13055
39	12899
40	12175
41	11863
42	11384
43	10925
44	10522
45	10407
46	9778
47	9607
48	9523
49	9327
50	8933
51	8761
52	8556
53	8433
54	8179
55	8069
56	7708
57	7517
58	7283
59	6965
60	6728
61	6651
62	6662
63	6529
64	6285
65	6290
66	6184
67	5844
68	5864
69	5645
70	5495
71	5197
72	4819
73	4811
74	4673
75	4470
76	4336
77	4260
78	4268
79	4099
80	3972
81	3991
82	3797
83	3777
84	3771
85	3574
86	3485
87	3499
88	3379
89	3374
90	3243
91	3198
92	3198
93	3154
94	3037
95	3082
96	3124
97	2899
98	3007
99	2903
100	2849
101	2886
102	2952
103	2737
104	2653
105	2560
106	2540
107	2414
108	2321
109	2319
110	2281
111	2179
112	2131
113	2120
114	1978
115	1985
116	1998
117	1965
118	1870
119	1987
120	2039
121	2019
122	1993
123	1998
124	1995
125	2057
126	2078
127	2056
128	2104
129	2223
130	2184
131	2181
132	2192
133	2268
134	2244
135	2218
136	2253
137	2254
138	2228
139	2221
140	2161
141	2194
142	2159
143	2053
144	2034
145	1933
146	1927
147	1882
148	1697
149	1676
150	1593
151	1564
152	1461
153	1469
154	1430
155	1388
156	1360
157	1374
158	1345
159	1364
160	1367
161	1348
162	1378
163	1366
164	1430
165	1427
166	1379
167	1454
168	1444
169	1406
170	1506
171	1456
172	1396
173	1432
174	1387
175	1328
176	1352
177	1305
178	1330
179	1266
180	1238
181	1207
182	1223
183	1089
184	1024
185	1017
186	1082
187	1047
188	986
189	960
190	950
191	928
192	906
193	910
194	839
195	872
196	859
197	852
198	853
199	820
200	806
201	785
202	797
203	810
204	794
205	825
206	808
207	834
208	796
209	801
210	830
211	814
212	764
213	808
214	823
215	787
216	747
217	781
218	793
219	813
220	782
221	749
222	807
223	755
224	758
225	792
226	726
227	792
228	693
229	685
230	697
231	720
232	697
233	675
234	693
235	622
236	712
237	676
238	688
239	691
240	665
241	697
242	636
243	632
244	675
245	598
246	660
247	636
248	626
249	623
250	633
251	596
252	632
253	610
254	584
255	594
256	611
257	560
258	576
259	559
260	559
261	614
262	592
263	574
264	607
265	591
266	548
267	562
268	526
269	587
270	512
271	520
272	536
273	532
274	508
275	539
276	517
277	521
278	531
279	518
280	568
281	510
282	527
283	472
284	488
285	459
286	463
287	468
288	492
289	533
290	459
291	479
292	514
293	461
294	500
295	486
296	470
297	496
298	490
299	469
300	463
301	440
302	437
303	486
304	482
305	517
306	455
307	495
308	517
309	479
310	504
311	448
312	494
313	514
314	497
315	454
316	514
317	514
318	509
319	491
320	467
321	461
322	492
323	478
324	472
325	480
326	469
327	417
328	499
329	498
330	440
331	450
332	439
333	456
334	438
335	484
336	463
337	453
338	452
339	414
