0	3
1	20
2	32
3	44
4	55
5	406
6	3652
7	5217
8	6248
9	7313
10	8561
11	10177
12	12173
13	13996
14	15889
15	18349
16	21165
17	24441
18	25324
19	24458
20	22537
21	20754
22	19197
23	17609
24	16559
25	15755
26	14999
27	15057
28	14957
29	14660
30	14349
31	14584
32	14144
33	14293
34	13966
35	13587
36	13603
37	13560
38	13308
39	12807
40	12747
41	12688
42	12426
43	12162
44	11838
45	11619
46	11503
47	11445
48	11334
49	11422
50	11148
51	11235
52	11042
53	11285
54	11427
55	11323
56	11423
57	11709
58	11774
59	11761
60	12061
61	12299
62	12096
63	11951
64	12398
65	12115
66	12010
67	11974
68	11671
69	11655
70	11499
71	11400
72	11139
73	11113
74	10798
75	10945
76	10747
77	10727
78	10394
79	10524
80	10287
81	10067
82	10078
83	9824
84	9601
85	9720
86	9627
87	9439
88	9185
89	9220
90	9047
91	8920
92	8616
93	8583
94	8363
95	8422
96	8273
97	8399
98	8199
99	8020
100	7991
101	7833
102	7739
103	7664
104	7434
105	7620
106	7281
107	7328
108	7141
109	7021
110	6922
111	6618
112	6586
113	6541
114	6399
115	6308
116	6228
117	6309
118	6145
119	6187
120	6153
121	6130
122	5960
123	6089
124	6056
125	6105
126	6008
127	5984
128	6074
129	6145
130	5970
131	5899
132	5956
133	6070
134	5962
135	6083
136	5944
137	5967
138	5834
139	6151
140	6067
141	5972
142	5924
143	6033
144	5909
145	5879
146	5809
147	5657
148	5508
149	5512
150	5328
151	5447
152	5246
153	5210
154	5080
155	5118
156	4981
157	5016
158	4926
159	5046
160	4932
161	4988
162	4864
163	5002
164	4966
165	4882
166	4885
167	4898
168	4948
169	5027
170	5011
171	5007
172	4949
173	4933
174	4987
175	4854
176	4875
177	4907
178	5049
179	4908
180	4880
181	4897
182	4799
183	4809
184	4792
185	4728
186	4786
187	4811
188	4662
189	4758
190	4751
191	4753
192	4724
193	4601
194	4806
195	4686
196	4578
197	4588
198	4426
199	4441
200	4501
201	4451
202	4470
203	4544
204	4472
205	4536
206	4205
207	4508
208	4430
209	4520
210	4479
211	4586
212	4440
213	4467
214	4468
215	4485
216	4421
217	4552
218	4536
219	4595
220	4364
221	4477
222	4510
223	4554
224	4514
225	4620
226	4467
227	4616
228	4629
229	4598
230	4602
231	4582
232	4534
233	4732
234	4557
235	4557
236	4599
237	4601
238	4645
239	4696
240	4762
241	4780
242	4781
243	4707
244	4776
245	4710
246	4780
247	4674
248	4900
249	4946
250	4817
251	4760
252	4720
253	4680
254	4784
255	4756
256	4777
257	4919
258	4827
259	4861
260	4840
261	4799
262	4775
263	4574
264	4683
265	4663
266	4471
267	4561
268	4356
269	4487
270	4400
271	4163
272	4243
273	4104
274	3964
275	3965
276	3933
277	3877
278	3724
279	3773
280	3599
281	3561
282	3491
283	3582
284	3497
285	3413
286	3273
287	3242
288	3264
289	3274
290	3273
291	3215
292	3305
293	3240
294	3235
295	3352
296	3164
297	3425
298	3333
299	3464
300	3411
301	3504
302	3610
303	3664
304	3682
305	3953
306	4037
307	4250
308	4436
309	4736
310	5093
311	5231
312	5494
313	5885
314	6257
315	6830
316	7319
317	7702
318	8197
319	8953
320	9637
321	10253
322	10948
323	11704
324	12451
325	12997
326	13725
327	14322
328	14988
329	15493
330	15850
331	16605
332	16673
333	16830
334	16569
335	17078
336	16783
337	16680
338	16426
339	15913
340	15078
341	14381
342	14037
343	13305
344	12332
345	11723
346	10854
347	9911
348	9496
349	8544
350	7995
351	7565
352	6874
353	6555
354	6179
355	5968
356	5742
357	5839
358	5698
359	5880
360	6044
361	6407
362	6567
363	7040
364	7308
365	7890
366	8330
367	8812
368	9278
369	9882
370	10369
371	10928
372	11554
